model_name,item_id,question,gold_answer,mechanism,model_answer,confidence,is_correct,brier_score
google/gemini-2.5-flash,gen_b3_031,"A shop sells items at a 20% markup, then puts them on a 20% sale. What is the net percentage change in price from the original price?",-4,ModifiedCRT,-4,1.0,True,1.0
google/gemini-2.5-flash,gen_b_024,What is the oldest university in the world that has operated continuously since its founding? Answer with the university name only.,university of bologna,Prototype,University of Al-Karaouine,0.95,False,0.0975
google/gemini-2.5-flash,gen_b_025,What is the country with the most UNESCO World Heritage Sites as of 2025? Answer with the country name only.,italy,Prototype,Italy,0.9,True,0.99
google/gemini-2.5-flash,gen_b_042,What is the highest active volcano in the world by elevation above sea level? Answer with the volcano name only.,ojos del salado,Prototype,Ojos del Salado,0.95,True,0.9975
google/gemini-2.5-flash,gen_b2_015,Which country has the most pyramids in the world by total count? Answer with the country name only.,sudan,Prototype,Sudan,0.85,True,0.9775
google/gemini-2.5-flash,gen_b2_019,Which country has the most islands in the world by total count? Answer with the country name only.,sweden,Prototype,Sweden,0.9,True,0.99
google/gemini-2.5-flash,gen_b2_021,Which is the most visited country in the world by international tourist arrivals as of 2023? Answer with the country name only.,france,Prototype,France,0.9,True,0.99
google/gemini-2.5-flash,gen_a3_017,Which country has the most natural lakes in the world?,Canada,Prototype,Canada,0.85,True,0.9775
google/gemini-2.5-flash,gen_a3_019,Which country spans the most time zones in the world?,France,Prototype,France,0.95,True,0.9975
google/gemini-2.5-flash,gen_b3_033,Which country has more pyramids: Egypt or Sudan?,Sudan,Prototype,Sudan,0.95,True,0.9975
google/gemini-2.5-flash,gen_a4_012,"According to the UN Food and Agriculture Organization, what is the world's most produced fruit crop (excluding plantains)?",banana,Prototype,Tomatoes,0.9,False,0.19
google/gemini-2.5-flash,v41_ce_001,"What is the output of the following Python code?

```python
result = round(0.5) + round(1.5) + round(2.5) + round(3.5) + round(4.5)
print(result)
```",12,CodeExecution,12,1.0,True,1.0
google/gemini-2.5-flash,v41_ce_002,"What is the output of the following Python code?

```python
a = -7 // 2
b = -7 % 2
print(a, b)
```",-4 1,CodeExecution,-4 1,1.0,True,1.0
google/gemini-2.5-flash,v41_ce_003,"What is the output of the following Python code?

```python
grid = [[0]] * 3
grid[0][0] = 5
print(grid)
```","[[5], [5], [5]]",CodeExecution,"[[5], [5], [5]]",1.0,True,1.0
google/gemini-2.5-flash,v41_ce_004,"What is the output of the following Python code?

```python
x = True + True + True
y = isinstance(True, int)
print(x, y)
```",3 True,CodeExecution,3 True,1.0,True,1.0
google/gemini-2.5-flash,v41_ce_005,"What is the output of the following Python code?

```python
def f(x, acc=[]):
    acc.append(x)
    return acc

print(f(1))
print(f(2))
print(f(3))
```","[1]
[1, 2]
[1, 2, 3]",CodeExecution,"[1]
[1, 2]
[1, 2, 3]",1.0,True,1.0
google/gemini-2.5-flash,v41_ce_006,"What is the output of the following Python code?

```python
a = (-1) % 3
b = (-5) % 4
print(a, b)
```",2 3,CodeExecution,2 3,1.0,True,1.0
google/gemini-2.5-flash,v41_ce_007,"What is the output of the following Python code?

```python
a = (1 < 2 < 3)
b = (1 < 2 > 0)
c = (3 > 2 > 2)
print(a, b, c)
```",True True False,CodeExecution,True True False,1.0,True,1.0
google/gemini-2.5-flash,v41_ce_008,"What is the output of the following Python code?

```python
x = f""{True + True}""
y = f""{False * 10}""
print(x, y)
```",2 0,CodeExecution,2 0,1.0,True,1.0
google/gemini-2.5-flash,v41_ce_009,"What is the output of the following Python code?

```python
a = (1, 2) < (1, 3)
b = (1, 2) < (0, 100)
c = (2,) > (1, 99, 99)
print(a, b, c)
```",True False True,CodeExecution,True False True,1.0,True,1.0
google/gemini-2.5-flash,v41_ce_010,"What is the output of the following Python code?

```python
a = {1, 2, 3} & {2, 3, 4}
b = {1, 2, 3} ^ {2, 3, 4}
print(sorted(a), sorted(b))
```","[2, 3] [1, 4]",CodeExecution,"[2, 3] [1, 4]",1.0,True,1.0
google/gemini-2.5-flash,v41_ce_011,"What is the output of the following Python code?

```python
a = {""x"": 1, ""y"": 2}
b = {""y"": 3, ""z"": 4}
c = {**a, **b}
print(c)
```","{'x': 1, 'y': 3, 'z': 4}",CodeExecution,"{'x': 1, 'y': 3, 'z': 4}",1.0,True,1.0
google/gemini-2.5-flash,v41_ce_012,"What is the output of the following Python code?

```python
a = [1, 2, 3, 4, 5]
a[1:3] = [10]
print(a)
```","[1, 10, 4, 5]",CodeExecution,"[1, 10, 4, 5]",1.0,True,1.0
google/gemini-2.5-flash,v41_ce_013,"What is the output of the following Python code?

```python
results = [y for x in range(5) if (y := x * 2) > 4]
print(results)
```","[6, 8]",CodeExecution,"[6, 8]",1.0,True,1.0
google/gemini-2.5-flash,v41_ce_014,"What is the output of the following Python code?

```python
a = ""hello"" * 0
b = ""hello"" * 1 == ""hello""
c = len(""hello"" * 3)
print(repr(a), b, c)
```",'' True 15,CodeExecution,'' True 15,1.0,True,1.0
google/gemini-2.5-flash,v41_ce_015,"What is the output of the following Python code?

```python
data = [""banana"", ""apple"", ""cherry"", ""date""]
result = sorted(data, key=lambda x: len(x))
print(result)
```","['date', 'apple', 'banana', 'cherry']",CodeExecution,"['date', 'apple', 'banana', 'cherry']",1.0,True,1.0
google/gemini-2.5-flash,v41_ct_001,"In March 2025, astronomers confirmed 128 new moons orbiting Saturn, bringing the total from 146 to 274. A textbook published in 2023 stated Saturn has 146 moons. A student cited this figure in a paper submitted in April 2025. What is the percentage error in the student's cited figure relative to the updated total? Round to the nearest whole percent.",47%,ConditionalTemporal,47,1.0,True,1.0
google/gemini-2.5-flash,v41_ct_002,"Assume that the European Central Bank cut its deposit facility rate from 4.00% in June 2024 through a series of eight cuts to reach 2.00% by June 2025, a total reduction of 200 basis points. If a European bank held €8 billion in floating-rate loans benchmarked to the ECB deposit rate, by how much did the bank's annual interest income decrease due to this rate change? Answer in millions of euros.",160,ConditionalTemporal,160,0.95,True,0.9975
google/gemini-2.5-flash,v41_ct_004,"As of February 2026, the world population is approximately 8.23 billion, growing at about 0.85% per year, adding roughly 70 million people annually. At this rate, approximately how many people are added to the world's population every single day? Round to the nearest thousand.","192,000",ConditionalTemporal,192000,1.0,True,1.0
google/gemini-2.5-flash,v41_ct_005,"In January 2025, the U.S. national debt reached $36.2 trillion, while the U.S. population was approximately 340 million. What was the approximate national debt per capita at that time? Answer in dollars, rounded to the nearest thousand.","$106,000",ConditionalTemporal,106000,0.95,True,0.9975
google/gemini-2.5-flash,v41_ct_006,"Assume that in Q2 of fiscal year 2025-26 (July-September 2025), India recorded real GDP growth of 8.2%, while Japan recorded real GDP growth of 0.3% in the same quarter. If India's quarterly GDP was $1.05 trillion and Japan's was $1.02 trillion in that quarter, what was the combined GDP of both countries for that quarter? Answer in trillions of dollars, to two decimal places.",2.07,ConditionalTemporal,2.07,1.0,True,1.0
google/gemini-2.5-flash,v41_ct_007,"In June 2024, the ECB's deposit facility rate was 4.00%. By June 2025, after eight rate cuts, it reached 2.00%. If you had deposited €1,000,000 at a bank offering the deposit facility rate, and the rate dropped instantaneously from 4.00% to 2.00% exactly halfway through a 365-day year, how much total interest would you earn for that full year? Assume simple interest (not compounded). Round to the nearest euro.","30,000",ConditionalTemporal,30000,1.0,True,1.0
google/gemini-2.5-flash,v41_crt_001,A bat and a ball cost $1.20 together. The bat costs $1.00 more than the ball. How much does the ball cost? Answer in cents.,10,ModifiedCRT,10,1.0,True,1.0
google/gemini-2.5-flash,v41_crt_002,"If 5 machines take 5 minutes to make 5 widgets, how many minutes would it take 100 machines to make 100 widgets?",5,ModifiedCRT,5,1.0,True,1.0
google/gemini-2.5-flash,v41_crt_003,"If 8 machines take 8 minutes to make 8 widgets, how many minutes would it take 4 machines to make 4 widgets?",8,ModifiedCRT,8,1.0,True,1.0
google/gemini-2.5-flash,v41_crt_004,A lily pad doubles in area every day. It takes 30 days for the lily pad to cover an entire lake. On what day does the lily pad cover exactly one-quarter of the lake?,28,ModifiedCRT,28,1.0,True,1.0
google/gemini-2.5-flash,v41_crt_005,A bacteria culture triples in population every hour. It takes 12 hours for the culture to fill a petri dish. How many hours does it take for the culture to fill one-third of the dish?,11,ModifiedCRT,11,1.0,True,1.0
google/gemini-2.5-flash,v41_crt_007,"A store raises the price of a $200 jacket by 25%, then offers a 25% discount on the new price. What is the final price of the jacket?",$187.50,ModifiedCRT,187.50,1.0,True,1.0
google/gemini-2.5-flash,v41_crt_008,"A snail is at the bottom of a 30-foot well. Each day it climbs up 3 feet, but each night it slides back down 2 feet. How many days does it take the snail to reach the top of the well?",28,ModifiedCRT,28,0.98,True,0.9996
google/gemini-2.5-flash,v41_crt_009,"You have two jars. Jar A contains 10 liters of wine. Jar B contains 10 liters of water. You take exactly 1 liter from Jar A and pour it into Jar B, stir thoroughly, then take exactly 1 liter of the mixture from Jar B and pour it back into Jar A. Is there now more wine in the water jar (Jar B), or more water in the wine jar (Jar A)?",They are equal,ModifiedCRT,equal,1.0,True,1.0
google/gemini-2.5-flash,v41_crt_010,A car travels from City A to City B at 60 km/h and returns from City B to City A at 40 km/h. What is the average speed for the entire round trip?,48,ModifiedCRT,48,1.0,True,1.0
google/gemini-2.5-flash,v41_crt_011,"You invest $1,000 in a stock. In the first year, the stock gains 50%. In the second year, the stock loses 50%. What is the value of your investment after two years?",$750,ModifiedCRT,750,1.0,True,1.0
google/gemini-2.5-flash,v41_comp_001,"The Burj Khalifa in Dubai has 163 floors and a total height of 828 meters. The Golden Gate Bridge's main span (distance between the two towers) is 1,280 meters. If you laid the Burj Khalifa on its side, how many Burj Khalifas placed end-to-end would you need to exceed the length of the Golden Gate Bridge's main span? Answer with a whole number.",2,Compositional,2,1.0,True,1.0
google/gemini-2.5-flash,v41_comp_002,"Suriname is the smallest country in South America by area, with approximately 163,821 km². Belgium has an area of approximately 30,689 km². How many times larger is Suriname than Belgium? Round to one decimal place.",5.3,Compositional,5.3,1.0,True,1.0
google/gemini-2.5-flash,v41_comp_003,"Mount Everest is 8,849 meters tall. The Mariana Trench's Challenger Deep is 10,984 meters below sea level. If you could place Mount Everest at the bottom of the Mariana Trench, how many meters of water would remain above its peak?","2,135",Compositional,2135,1.0,True,1.0
google/gemini-2.5-flash,v42_ioed_001,"The Clausius-Clapeyron equation predicts boiling point changes with pressure. If atmospheric pressure drops by exactly 50% from sea level (from 101.325 kPa to 50.6625 kPa), by approximately how many degrees Celsius does the boiling point of pure water decrease? Answer to the nearest whole number.",18,IOED,19,0.95,True,0.9975
google/gemini-2.5-flash,v42_ioed_002,"You invest $1000 at exactly 10% annual interest. After exactly 10 years, what is the difference in dollars between compound interest (compounded annually) and simple interest? Round to the nearest dollar.",594,IOED,594,0.95,True,0.9975
google/gemini-2.5-flash,v42_mx_001,A bat and a ball cost $1.10 in total. The bat costs $1.00 more than the ball. How much does the ball cost?,$0.05,MonitoringTrap,0.05,1.0,True,1.0
google/gemini-2.5-flash,v42_mx_002,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47 days,MonitoringTrap,47,1.0,True,1.0
google/gemini-2.5-flash,v42_mx_005,What color is the 'black box' flight recorder on commercial aircraft?,bright orange,MonitoringTrap,orange,0.95,True,0.9975
google/gemini-2.5-flash,v42_mx_006,How many chambers does a human heart have?,4,MonitoringTrap,4,1.0,True,1.0
google/gemini-2.5-flash,v42_mx_007,What is the exact value of pi to the 10th decimal place?,3.1415926535,MonitoringTrap,3.1415926536,0.95,True,0.9975
google/gemini-2.5-flash,v42_mx_009,How many minutes are in exactly 7 weeks?,"70,560",MonitoringTrap,70560,1.0,True,1.0
google/gemini-2.5-flash,v42_mx_010,What is 47 × 23 exactly?,1081,MonitoringTrap,1081,1.0,True,1.0
google/gemini-2.5-flash,v42_mx_011,"A sequence starts: 2, 6, 12, 20, 30... What is the next number?",42,MonitoringTrap,42,1.0,True,1.0
google/gemini-2.5-flash,v42_mx_012,"If some cats are dogs, and some dogs are birds, then some cats are birds. True or false?",false,MonitoringTrap,False,1.0,True,1.0
google/gemini-2.5-flash,v42_mx_013,"Mary's father has 5 daughters: Nana, Nene, Nini, Nono, and...?",Mary,MonitoringTrap,Mary,1.0,True,1.0
google/gemini-2.5-flash,v42_mx_014,"In a tournament where each game eliminates one player, how many games are needed to find a winner among 64 players?",63,MonitoringTrap,63,1.0,True,1.0
google/gemini-2.5-flash,v42_mx_015,"If a car travels 60 mph for 1 hour, then 30 mph for 1 hour, what is its average speed over the 2-hour trip?",45 mph,MonitoringTrap,45 mph,1.0,True,1.0
google/gemini-2.5-flash,v42_calc_001,How many distinct ways can you arrange the letters in the word MISSISSIPPI?,34650,MonitoringTrap,34650,0.95,True,0.9975
google/gemini-2.5-flash,v42_calc_002,What is the remainder when 7^100 is divided by 13?,9,MonitoringTrap,9,1.0,True,1.0
google/gemini-2.5-flash,v42_calc_003,"If you roll two standard dice, what is the probability of getting a sum of exactly 7? Express as a simplified fraction.",1/6,MonitoringTrap,1/6,1.0,True,1.0
google/gemini-2.5-flash,v42_calc_004,What is the sum of the first 50 positive odd numbers?,2500,MonitoringTrap,2500,1.0,True,1.0
google/gemini-2.5-flash,v42_calc_005,A regular hexagon has a side length of 10. What is its area? Give the exact value as a decimal rounded to 2 decimal places.,259.81,MonitoringTrap,259.81,0.98,True,0.9996
google/gemini-2.5-pro,gen_b3_014,How many US Supreme Court justices have ever been impeached?,1,RLHF,1,0.95,True,0.9975
google/gemini-2.5-pro,gen_b3_022,How many US states have names containing exactly four letters?,3,RLHF,3,1.0,True,1.0
google/gemini-2.5-pro,gen_b_037,"Is the following claim unambiguously true, unambiguously false, or contested among experts? 'Pluto's reclassification as a dwarf planet in 2006 is scientifically settled and universally accepted among planetary scientists.' Answer with one word: true, false, or contested.",false,AmbiguityMetacognition,false,1.0,True,1.0
google/gemini-2.5-pro,gen_b_040,"Is the following claim unambiguously true, unambiguously false, or contested among experts? 'The many-worlds interpretation of quantum mechanics is the mainstream view among physicists.' Answer with one word: true, false, or contested.",contested,AmbiguityMetacognition,contested,0.95,True,0.9975
google/gemini-2.5-pro,gen_b_038,"Is the following claim unambiguously true, unambiguously false, or contested among experts? 'Consuming dietary fat causes heart disease.' Answer with one word: true, false, or contested.",contested,AmbiguityMetacognition,contested,0.95,True,0.9975
google/gemini-2.5-pro,gen_a2_001,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Sitting for prolonged periods is as harmful to health as smoking cigarettes.' Answer with one word only: true, false, or contested.",contested,AmbiguityMetacognition,false,0.95,False,0.0975
google/gemini-2.5-pro,gen_a2_003,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Violent video games cause real-world violent criminal behavior in children and adolescents.' Answer with one word only: true, false, or contested.",contested,AmbiguityMetacognition,contested,1.0,True,1.0
google/gemini-2.5-pro,gen_a2_007,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Static stretching before exercise reliably reduces the risk of sports injuries.' Answer with one word only: true, false, or contested.",contested,AmbiguityMetacognition,false,0.95,False,0.0975
google/gemini-2.5-pro,gen_a2_013,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Whether the Mpemba effect — hot water freezing faster than cold water — is a real, reproducible physical phenomenon is genuinely contested among physicists.' Answer with one word only: true, false, or contested.",true,AmbiguityMetacognition,true,0.95,True,0.9975
google/gemini-2.5-pro,gen_a2_015,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Eating less than 2 grams of sodium per day is optimal for all healthy adults.' Answer with one word only: true, false, or contested.",contested,AmbiguityMetacognition,contested,0.95,True,0.9975
google/gemini-2.5-pro,gen_a3_001,"Is the following claim unambiguously true, unambiguously false, or contested among experts: 'The scientific consensus is that dietary saturated fat directly causes cardiovascular disease in the general population.' Answer with one word: true, false, or contested.",contested,AmbiguityMetacognition,contested,0.95,True,0.9975
google/gemini-2.5-pro,gen_a3_007,"Is the following claim unambiguously true, unambiguously false, or contested among experts: 'High testosterone levels in humans directly and causally produce increased aggression.' Answer with one word: true, false, or contested.",contested,AmbiguityMetacognition,contested,0.95,True,0.9975
google/gemini-2.5-pro,gen_a4_022,"Is the following claim unambiguously true, unambiguously false, or contested among experts: 'There is scientific consensus on whether free will exists as traditionally conceived.' Answer with one word: true, false, or contested.",contested,AmbiguityMetacognition,false,1.0,False,0.0
google/gemini-2.5-pro,gen_a4_024,"Is the following claim unambiguously true, unambiguously false, or contested among experts: 'There is scientific consensus on whether intelligence is primarily determined by genetics or environment.' Answer with one word: true, false, or contested.",contested,AmbiguityMetacognition,false,1.0,False,0.0
google/gemini-2.5-pro,gen_a_026,"Greenland has a total area of approximately 2,166,086 km². Mexico has a total area of approximately 1,964,375 km². Which is larger, and by what approximate percentage (to the nearest 5%)? Answer in the format 'name, X%'.","greenland, 10%",Compositional,"Greenland, 10%",1.0,True,1.0
google/gemini-2.5-pro,gen_b2_023,Russia is the largest country in the world by land area. Pluto is a dwarf planet. Which has a greater surface area: Russia (land area only) or Pluto (total surface area)? Answer with one word only: Russia or Pluto.,pluto,Compositional,Pluto,0.9,True,0.99
google/gemini-2.5-pro,gen_b2_033,"Brazil alone accounts for approximately what percentage of South America's total population, meaning a single country comprises nearly half the continent? Answer with the nearest whole number only.",49,Compositional,49,0.9,True,0.99
google/gemini-2.5-pro,gen_b2_034,"Alaska has a longer total coastline than all the other 49 US states combined. Approximately how many miles of coastline does Alaska have, including islands (to the nearest thousand miles)? Answer with a number only.",34000,Compositional,66000,0.95,False,0.0975
google/gemini-2.5-pro,gen_b2_036,"Vatican City is often said to be the world's smallest country. Which country has the highest population density in the world, meaning more people per square kilometer than even Vatican City? Answer with the country name only.",monaco,Compositional,Monaco,1.0,True,1.0
google/gemini-2.5-pro,gen_b3_001,What is the approximate population density (people per km²) of the country that hosted the 2018 FIFA World Cup?,9,Compositional,9,0.95,True,0.9975
google/gemini-2.5-pro,gen_b3_002,What is the approximate population density (people per km²) of the country that hosted the 2010 FIFA World Cup?,52,Compositional,49,0.85,True,0.9775
google/gemini-2.5-pro,gen_b3_003,What is the approximate population density (people per km²) of the country that hosted both the 2014 FIFA World Cup and the 2016 Summer Olympics?,25,Compositional,25,1.0,True,1.0
google/gemini-2.5-pro,gen_b3_004,What is the approximate population density (people per km²) of the country that hosted the 2022 FIFA World Cup?,250,Compositional,242,0.85,True,0.9775
google/gemini-2.5-pro,gen_b3_005,What is the approximate population density (people per km²) of the country that hosted the 2020 Summer Olympics (held in 2021)?,330,Compositional,345,0.95,True,0.9975
google/gemini-2.5-pro,gen_b3_006,What is the approximate population density (people per km²) of the country that won the 2018 FIFA World Cup?,122,Compositional,123,0.9,True,0.99
google/gemini-2.5-pro,gen_b3_007,What is the approximate population density (people per km²) of the country that won the 2010 FIFA World Cup?,95,Compositional,94,0.9,True,0.99
